CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Segment_Name
12477.0,23,6,13219.74,3,4,4,344,🏆 High-Value Champions
12478.0,4,1,680.99,4,1,3,413,🛒 Occasional Shoppers
12479.0,11,1,527.2,4,1,2,412,🛒 Occasional Shoppers
12480.0,28,4,3281.63,3,3,4,334,🔄 Loyal Regulars
12481.0,23,10,5579.82,3,4,4,344,🏆 High-Value Champions
12483.0,17,8,2484.98,4,4,4,444,🏆 High-Value Champions
12484.0,33,6,4527.32,3,4,4,344,🏆 High-Value Champions
12488.0,10,3,1298.66,4,3,3,433,🔄 Loyal Regulars
12489.0,336,1,334.93,1,1,2,112,⚠️ At-Risk / Lost
12490.0,5,10,5417.93,4,4,4,444,🏆 High-Value Champions
12491.0,39,1,460.40000000000003,3,1,2,312,🛒 Occasional Shoppers
12492.0,63,2,263.21000000000004,2,2,1,221,🛒 Occasional Shoppers
12493.0,166,2,433.74,1,2,2,122,🛒 Occasional Shoppers
12494.0,16,7,1246.1000000000001,4,4,3,443,🏆 High-Value Champions
12497.0,82,1,1043.1,2,1,3,213,🛒 Occasional Shoppers
12498.0,21,3,403.70000000000005,3,3,2,332,🛒 Occasional Shoppers
12500.0,23,11,4257.82,3,4,4,344,🏆 High-Value Champions
12501.0,337,1,2169.39,1,1,4,114,🛒 Occasional Shoppers
12502.0,96,5,3723.87,2,3,4,234,🛒 Occasional Shoppers
12504.0,18,2,482.04999999999995,4,2,2,422,🛒 Occasional Shoppers
12506.0,233,1,73.5,1,1,1,111,⚠️ At-Risk / Lost
12507.0,134,3,1304.81,2,3,3,233,🛒 Occasional Shoppers
12508.0,26,2,397.88,3,2,2,322,🛒 Occasional Shoppers
12509.0,284,1,176.5,1,1,1,111,⚠️ At-Risk / Lost
12510.0,143,2,982.5699999999999,1,2,3,123,🛒 Occasional Shoppers
12512.0,66,2,132.18,2,2,1,221,🛒 Occasional Shoppers
12513.0,113,1,612.29,2,1,2,212,🛒 Occasional Shoppers
12514.0,267,1,1017.68,1,1,3,113,🛒 Occasional Shoppers
12515.0,353,1,383.7,1,1,2,112,⚠️ At-Risk / Lost
12516.0,78,2,1312.06,2,2,3,223,🛒 Occasional Shoppers
12517.0,28,5,2481.6,3,3,4,334,🔄 Loyal Regulars
12518.0,1,5,2056.89,4,3,4,434,🏆 High-Value Champions
12519.0,64,1,330.84,2,1,2,212,🛒 Occasional Shoppers
12520.0,79,5,2634.26,2,3,4,234,🛒 Occasional Shoppers
12521.0,143,1,599.68,1,1,2,112,⚠️ At-Risk / Lost
12522.0,39,2,192.72,3,2,1,321,🛒 Occasional Shoppers
12523.0,19,11,1789.77,3,4,4,344,🏆 High-Value Champions
12524.0,9,8,4485.72,4,4,4,444,🏆 High-Value Champions
12526.0,1,3,1316.66,4,3,3,433,🔄 Loyal Regulars
12527.0,82,3,348.71000000000004,2,3,2,232,🛒 Occasional Shoppers
12528.0,9,6,1933.48,4,4,4,444,🏆 High-Value Champions
12530.0,60,4,1662.28,2,3,4,234,🛒 Occasional Shoppers
12531.0,15,1,125.22,4,1,1,411,🛒 Occasional Shoppers
12532.0,30,1,349.83000000000004,3,1,2,312,🛒 Occasional Shoppers
12534.0,131,1,1089.18,2,1,3,213,🛒 Occasional Shoppers
12535.0,92,2,716.35,2,2,3,223,🛒 Occasional Shoppers
12536.0,43,3,12601.830000000002,3,3,4,334,🔄 Loyal Regulars
12538.0,29,1,363.95,3,1,2,312,🛒 Occasional Shoppers
12539.0,22,4,5568.35,3,3,4,334,🔄 Loyal Regulars
12540.0,20,17,13400.24,3,4,4,344,🏆 High-Value Champions
12541.0,30,3,981.18,3,3,3,333,🔄 Loyal Regulars
12544.0,36,1,372.7,3,1,2,312,🛒 Occasional Shoppers
12545.0,75,2,1000.39,2,2,3,223,🛒 Occasional Shoppers
12546.0,47,2,1161.5,3,2,3,323,🛒 Occasional Shoppers
12547.0,198,2,207.79999999999998,1,2,1,121,⚠️ At-Risk / Lost
12548.0,166,1,95.19999999999999,1,1,1,111,⚠️ At-Risk / Lost
12550.0,79,1,964.83,2,1,3,213,🛒 Occasional Shoppers
12551.0,358,1,168.0,1,1,1,111,⚠️ At-Risk / Lost
12552.0,39,2,437.82,3,2,2,322,🛒 Occasional Shoppers
12553.0,8,10,3692.28,4,4,4,444,🏆 High-Value Champions
12556.0,50,2,599.56,3,2,2,322,🛒 Occasional Shoppers
12557.0,16,5,11990.960000000001,4,3,4,434,🏆 High-Value Champions
12558.0,8,1,269.96,4,1,1,411,🛒 Occasional Shoppers
12559.0,311,2,561.71,1,2,2,122,🛒 Occasional Shoppers
12560.0,5,3,2134.01,4,3,4,434,🏆 High-Value Champions
12561.0,303,1,238.85,1,1,1,111,⚠️ At-Risk / Lost
12562.0,8,7,3781.7400000000002,4,4,4,444,🏆 High-Value Champions
12564.0,261,1,456.9,1,1,2,112,⚠️ At-Risk / Lost
12565.0,289,1,145.92,1,1,1,111,⚠️ At-Risk / Lost
12566.0,86,1,351.65,2,1,2,212,🛒 Occasional Shoppers
12567.0,23,10,9401.28,3,4,4,344,🏆 High-Value Champions
12569.0,2,32,4124.69,4,4,4,444,🏆 High-Value Champions
12571.0,40,2,519.61,3,2,2,322,🛒 Occasional Shoppers
12572.0,9,2,1020.42,4,2,3,423,🛒 Occasional Shoppers
12573.0,227,1,160.54000000000002,1,1,1,111,⚠️ At-Risk / Lost
12574.0,316,1,218.45,1,1,1,111,⚠️ At-Risk / Lost
12576.0,36,5,1315.83,3,3,3,333,🔄 Loyal Regulars
12577.0,35,3,626.6,3,3,2,332,🛒 Occasional Shoppers
12578.0,21,2,2794.51,3,2,4,324,🛒 Occasional Shoppers
12579.0,78,1,440.42,2,1,2,212,🛒 Occasional Shoppers
12580.0,247,1,415.7,1,1,2,112,⚠️ At-Risk / Lost
12581.0,40,1,197.71,3,1,1,311,🛒 Occasional Shoppers
12582.0,239,2,511.36,1,2,2,122,🛒 Occasional Shoppers
12583.0,3,15,7281.38,4,4,4,444,🏆 High-Value Champions
12584.0,4,9,2338.15,4,4,4,444,🏆 High-Value Champions
12585.0,234,2,2040.1,1,2,4,124,🛒 Occasional Shoppers
12586.0,17,1,196.94000000000003,4,1,1,411,🛒 Occasional Shoppers
12587.0,8,1,144.0,4,1,1,411,🛒 Occasional Shoppers
12588.0,39,1,214.89999999999998,3,1,1,311,🛒 Occasional Shoppers
12589.0,29,2,646.68,3,2,2,322,🛒 Occasional Shoppers
12590.0,211,2,9864.26,1,2,4,124,🛒 Occasional Shoppers
12591.0,317,1,452.84999999999997,1,1,2,112,⚠️ At-Risk / Lost
12592.0,92,2,437.6,2,2,2,222,🛒 Occasional Shoppers
12593.0,109,3,418.09999999999997,2,3,2,232,🛒 Occasional Shoppers
12594.0,38,10,3338.2200000000003,3,4,4,344,🏆 High-Value Champions
12596.0,51,2,618.27,3,2,2,322,🛒 Occasional Shoppers
12597.0,19,4,3811.22,3,3,4,334,🔄 Loyal Regulars
12598.0,10,8,3023.08,4,4,4,444,🏆 High-Value Champions
12599.0,29,7,1032.58,3,4,3,343,🔄 Loyal Regulars
12600.0,29,10,2599.04,3,4,4,344,🏆 High-Value Champions
12601.0,190,5,577.0600000000001,1,3,2,132,🛒 Occasional Shoppers
12602.0,59,1,153.12,2,1,1,211,⚠️ At-Risk / Lost
12603.0,22,1,739.1999999999999,3,1,3,313,🛒 Occasional Shoppers
12604.0,79,2,254.18,2,2,1,221,🛒 Occasional Shoppers
12607.0,60,1,1579.51,2,1,3,213,🛒 Occasional Shoppers
12609.0,78,3,1126.85,2,3,3,233,🛒 Occasional Shoppers
12610.0,23,5,2099.54,3,3,4,334,🔄 Loyal Regulars
12611.0,52,1,1193.32,2,1,3,213,🛒 Occasional Shoppers
12612.0,74,1,704.0400000000001,2,1,3,213,🛒 Occasional Shoppers
12613.0,57,5,3344.38,2,3,4,234,🛒 Occasional Shoppers
12614.0,278,1,315.6,1,1,2,112,⚠️ At-Risk / Lost
12615.0,2,4,2291.19,4,3,4,434,🏆 High-Value Champions
12616.0,95,2,713.3,2,2,3,223,🛒 Occasional Shoppers
12617.0,29,1,352.98,3,1,2,312,🛒 Occasional Shoppers
12618.0,22,1,177.31,3,1,1,311,🛒 Occasional Shoppers
12619.0,16,9,3641.24,4,4,4,444,🏆 High-Value Champions
12620.0,15,3,1339.41,4,3,3,433,🔄 Loyal Regulars
12621.0,2,20,13689.67,4,4,4,444,🏆 High-Value Champions
12622.0,232,1,180.1,1,1,1,111,⚠️ At-Risk / Lost
12623.0,276,1,305.1,1,1,1,111,⚠️ At-Risk / Lost
12624.0,106,2,641.13,2,2,2,222,🛒 Occasional Shoppers
12625.0,212,2,2683.82,1,2,4,124,🛒 Occasional Shoppers
12626.0,23,9,6620.48,3,4,4,344,🏆 High-Value Champions
12627.0,11,7,4478.53,4,4,4,444,🏆 High-Value Champions
12628.0,4,3,786.46,4,3,3,433,🔄 Loyal Regulars
12630.0,10,2,1270.88,4,2,3,423,🛒 Occasional Shoppers
12631.0,57,1,640.5,2,1,2,212,🛒 Occasional Shoppers
12633.0,59,4,2163.98,2,3,4,234,🛒 Occasional Shoppers
12635.0,90,2,1689.18,2,2,4,224,🛒 Occasional Shoppers
12637.0,67,8,6002.9,2,4,4,244,🛒 Occasional Shoppers
12638.0,33,1,671.69,3,1,3,313,🛒 Occasional Shoppers
12639.0,239,1,486.1,1,1,2,112,⚠️ At-Risk / Lost
12640.0,24,3,1174.58,3,3,3,333,🔄 Loyal Regulars
12641.0,115,1,185.9,2,1,1,211,⚠️ At-Risk / Lost
12642.0,25,3,1013.26,3,3,3,333,🔄 Loyal Regulars
12643.0,128,6,3344.64,2,4,4,244,🛒 Occasional Shoppers
12644.0,130,1,477.91,2,1,2,212,🛒 Occasional Shoppers
12645.0,34,4,1775.18,3,3,4,334,🔄 Loyal Regulars
12646.0,5,2,1346.97,4,2,3,423,🛒 Occasional Shoppers
12647.0,22,12,3722.82,3,4,4,344,🏆 High-Value Champions
12648.0,155,1,318.05,1,1,2,112,⚠️ At-Risk / Lost
12649.0,107,3,623.51,2,3,2,232,🛒 Occasional Shoppers
12650.0,3,1,314.44,4,1,2,412,🛒 Occasional Shoppers
12651.0,335,1,114.0,1,1,1,111,⚠️ At-Risk / Lost
12652.0,331,1,919.98,1,1,3,113,🛒 Occasional Shoppers
12653.0,149,2,2209.85,1,2,4,124,🛒 Occasional Shoppers
12654.0,11,5,601.98,4,3,2,432,🛒 Occasional Shoppers
12656.0,17,5,4051.17,4,3,4,434,🏆 High-Value Champions
12657.0,11,4,1643.18,4,3,3,433,🔄 Loyal Regulars
12658.0,19,1,686.05,3,1,3,313,🛒 Occasional Shoppers
12659.0,30,1,91.68,3,1,1,311,🛒 Occasional Shoppers
12660.0,11,1,245.1,4,1,1,411,🛒 Occasional Shoppers
12662.0,1,11,3849.78,4,4,4,444,🏆 High-Value Champions
12664.0,8,9,4881.88,4,4,4,444,🏆 High-Value Champions
12665.0,325,1,63.0,1,1,1,111,⚠️ At-Risk / Lost
12667.0,58,1,620.13,2,1,2,212,🛒 Occasional Shoppers
12668.0,12,4,3807.15,4,3,4,434,🏆 High-Value Champions
12669.0,151,3,2744.0299999999997,1,3,4,134,🛒 Occasional Shoppers
12670.0,10,5,2996.05,4,3,4,434,🏆 High-Value Champions
12672.0,330,1,225.89999999999998,1,1,1,111,⚠️ At-Risk / Lost
12673.0,5,2,610.52,4,2,2,422,🛒 Occasional Shoppers
12674.0,39,4,1970.6,3,3,4,334,🔄 Loyal Regulars
12676.0,25,6,1331.39,3,4,3,343,🔄 Loyal Regulars
12678.0,42,12,17628.46,3,4,4,344,🏆 High-Value Champions
12679.0,59,4,1113.02,2,3,3,233,🛒 Occasional Shoppers
12680.0,1,4,862.81,4,3,3,433,🔄 Loyal Regulars
12681.0,15,22,13787.54,4,4,4,444,🏆 High-Value Champions
12682.0,4,31,12279.82,4,4,4,444,🏆 High-Value Champions
12683.0,4,15,8476.57,4,4,4,444,🏆 High-Value Champions
12684.0,8,7,2283.63,4,4,4,444,🏆 High-Value Champions
12685.0,28,6,2863.08,3,4,4,344,🏆 High-Value Champions
12686.0,372,1,89.14,1,1,1,111,⚠️ At-Risk / Lost
12688.0,114,1,4873.8099999999995,2,1,4,214,🛒 Occasional Shoppers
12689.0,26,2,1247.61,3,2,3,323,🛒 Occasional Shoppers
12690.0,206,1,389.01,1,1,2,112,⚠️ At-Risk / Lost
12691.0,28,6,1035.8,3,4,3,343,🔄 Loyal Regulars
12693.0,127,4,855.91,2,3,3,233,🛒 Occasional Shoppers
12694.0,70,2,869.67,2,2,3,223,🛒 Occasional Shoppers
12695.0,7,4,582.1,4,3,2,432,🛒 Occasional Shoppers
12697.0,29,3,957.59,3,3,3,333,🔄 Loyal Regulars
12700.0,8,4,4939.99,4,3,4,434,🏆 High-Value Champions
12701.0,80,2,797.71,2,2,3,223,🛒 Occasional Shoppers
12702.0,20,1,219.0,3,1,1,311,🛒 Occasional Shoppers
12703.0,71,1,283.55,2,1,1,211,⚠️ At-Risk / Lost
12704.0,7,8,2340.84,4,4,4,444,🏆 High-Value Champions
12705.0,15,9,6868.29,4,4,4,444,🏆 High-Value Champions
12707.0,292,1,603.42,1,1,2,112,⚠️ At-Risk / Lost
12708.0,30,10,2712.91,3,4,4,344,🏆 High-Value Champions
12709.0,15,15,9706.52,4,4,4,444,🏆 High-Value Champions
12710.0,97,3,1149.02,2,3,3,233,🛒 Occasional Shoppers
12712.0,29,13,4396.13,3,4,4,344,🏆 High-Value Champions
12713.0,1,1,848.55,4,1,3,413,🛒 Occasional Shoppers
12714.0,9,5,4708.86,4,3,4,434,🏆 High-Value Champions
12715.0,106,1,343.36,2,1,2,212,🛒 Occasional Shoppers
12716.0,4,2,1053.49,4,2,3,423,🛒 Occasional Shoppers
12717.0,151,2,1030.98,1,2,3,123,🛒 Occasional Shoppers
12718.0,71,1,238.25,2,1,1,211,⚠️ At-Risk / Lost
12719.0,5,2,644.95,4,2,2,422,🛒 Occasional Shoppers
12720.0,3,25,5781.73,4,4,4,444,🏆 High-Value Champions
12721.0,32,6,2656.13,3,4,4,344,🏆 High-Value Champions
12722.0,85,4,997.63,2,3,3,233,🛒 Occasional Shoppers
12723.0,4,5,725.07,4,3,3,433,🔄 Loyal Regulars
12724.0,5,4,1031.41,4,3,3,433,🔄 Loyal Regulars
12725.0,371,1,427.8,1,1,2,112,⚠️ At-Risk / Lost
12726.0,28,7,2609.1,3,4,4,344,🏆 High-Value Champions
12727.0,11,7,3980.7,4,4,4,444,🏆 High-Value Champions
12728.0,71,4,836.33,2,3,3,233,🛒 Occasional Shoppers
12729.0,114,1,453.01,2,1,2,212,🛒 Occasional Shoppers
12731.0,24,12,18895.91,3,4,4,344,🏆 High-Value Champions
12732.0,180,1,236.26000000000002,1,1,1,111,⚠️ At-Risk / Lost
12733.0,234,1,383.95,1,1,2,112,⚠️ At-Risk / Lost
12734.0,353,1,110.39999999999999,1,1,1,111,⚠️ At-Risk / Lost
12735.0,315,2,779.5699999999999,1,2,3,123,🛒 Occasional Shoppers
12736.0,333,1,234.0,1,1,1,111,⚠️ At-Risk / Lost
12738.0,372,1,155.35,1,1,1,111,⚠️ At-Risk / Lost
12739.0,78,2,1013.04,2,2,3,223,🛒 Occasional Shoppers
12740.0,64,1,427.6,2,1,2,212,🛒 Occasional Shoppers
12743.0,134,2,540.13,2,2,2,222,🛒 Occasional Shoppers
12744.0,52,7,21279.29,2,4,4,244,🛒 Occasional Shoppers
12747.0,2,11,4196.01,4,4,4,444,🏆 High-Value Champions
12748.0,1,209,33053.19,4,4,4,444,🏆 High-Value Champions
12749.0,4,5,4090.88,4,3,4,434,🏆 High-Value Champions
12750.0,129,1,275.88,2,1,1,211,⚠️ At-Risk / Lost
12752.0,81,1,4366.78,2,1,4,214,🛒 Occasional Shoppers
12753.0,23,6,21429.39,3,4,4,344,🏆 High-Value Champions
12754.0,236,3,3010.74,1,3,4,134,🛒 Occasional Shoppers
12755.0,281,2,3811.95,1,2,4,124,🛒 Occasional Shoppers
12756.0,87,1,112.07999999999998,2,1,1,211,⚠️ At-Risk / Lost
12757.0,16,13,7834.650000000001,4,4,4,444,🏆 High-Value Champions
12758.0,117,2,2791.59,2,2,4,224,🛒 Occasional Shoppers
12759.0,52,3,1531.44,2,3,3,233,🛒 Occasional Shoppers
12762.0,8,2,1898.52,4,2,4,424,🛒 Occasional Shoppers
12763.0,138,2,494.08,2,2,2,222,🛒 Occasional Shoppers
12764.0,317,1,1693.88,1,1,4,114,🛒 Occasional Shoppers
12766.0,4,7,6989.63,4,4,4,444,🏆 High-Value Champions
12769.0,239,1,1143.6,1,1,3,113,🛒 Occasional Shoppers
12770.0,211,1,1351.45,1,1,3,113,🛒 Occasional Shoppers
12772.0,60,1,892.47,2,1,3,213,🛒 Occasional Shoppers
12775.0,17,5,1386.04,4,3,3,433,🔄 Loyal Regulars
12778.0,20,6,822.23,3,4,3,343,🔄 Loyal Regulars
12779.0,38,8,3981.36,3,4,4,344,🏆 High-Value Champions
12781.0,64,2,826.74,2,2,3,223,🛒 Occasional Shoppers
12782.0,5,5,2330.92,4,3,4,434,🏆 High-Value Champions
12783.0,2,6,2225.91,4,4,4,444,🏆 High-Value Champions
12784.0,9,2,532.8199999999999,4,2,2,422,🛒 Occasional Shoppers
12785.0,364,1,311.95,1,1,2,112,⚠️ At-Risk / Lost
12787.0,10,3,463.66,4,3,2,432,🛒 Occasional Shoppers
12789.0,65,1,91.85,2,1,1,211,⚠️ At-Risk / Lost
12790.0,192,1,324.92,1,1,2,112,⚠️ At-Risk / Lost
12791.0,374,1,192.60000000000002,1,1,1,111,⚠️ At-Risk / Lost
12792.0,257,1,400.53999999999996,1,1,2,112,⚠️ At-Risk / Lost
12793.0,335,2,545.48,1,2,2,122,🛒 Occasional Shoppers
12794.0,53,2,860.41,2,2,3,223,🛒 Occasional Shoppers
12795.0,19,1,430.48,3,1,2,312,🛒 Occasional Shoppers
12797.0,366,1,254.03,1,1,1,111,⚠️ At-Risk / Lost
12798.0,10,3,6977.04,4,3,4,434,🏆 High-Value Champions
12802.0,187,1,427.58,1,1,2,112,⚠️ At-Risk / Lost
12808.0,37,3,483.65000000000003,3,3,2,332,🛒 Occasional Shoppers
12809.0,178,1,489.31,1,1,2,112,⚠️ At-Risk / Lost
12811.0,261,3,514.85,1,3,2,132,🛒 Occasional Shoppers
12812.0,45,1,229.64000000000001,3,1,1,311,🛒 Occasional Shoppers
12814.0,102,1,125.92,2,1,1,211,⚠️ At-Risk / Lost
12815.0,148,2,1063.46,1,2,3,123,🛒 Occasional Shoppers
12816.0,96,2,572.2,2,2,2,222,🛒 Occasional Shoppers
12817.0,281,1,166.04,1,1,1,111,⚠️ At-Risk / Lost
12818.0,262,1,1542.08,1,1,3,113,🛒 Occasional Shoppers
12820.0,3,4,942.34,4,3,3,433,🔄 Loyal Regulars
12821.0,214,1,92.72,1,1,1,111,⚠️ At-Risk / Lost
12822.0,71,2,948.88,2,2,3,223,🛒 Occasional Shoppers
12823.0,75,5,1759.5,2,3,4,234,🛒 Occasional Shoppers
12824.0,60,1,397.12,2,1,2,212,🛒 Occasional Shoppers
12826.0,3,7,1474.72,4,4,3,443,🏆 High-Value Champions
12827.0,6,3,430.15000000000003,4,3,2,432,🛒 Occasional Shoppers
12828.0,3,6,1018.71,4,4,3,443,🏆 High-Value Champions
12829.0,337,2,293.0,1,2,1,121,⚠️ At-Risk / Lost
12830.0,38,6,6814.64,3,4,4,344,🏆 High-Value Champions
12831.0,262,1,215.05,1,1,1,111,⚠️ At-Risk / Lost
12832.0,32,2,383.03,3,2,2,322,🛒 Occasional Shoppers
12833.0,145,1,417.38,1,1,2,112,⚠️ At-Risk / Lost
12834.0,283,1,312.38,1,1,2,112,⚠️ At-Risk / Lost
12836.0,59,4,2610.36,2,3,4,234,🛒 Occasional Shoppers
12837.0,173,1,134.1,1,1,1,111,⚠️ At-Risk / Lost
12838.0,34,2,671.95,3,2,3,323,🛒 Occasional Shoppers
12839.0,3,14,5591.42,4,4,4,444,🏆 High-Value Champions
